,regNo,photoUrl,officeName,address,officeRep,officePhone,dateStart,officeStatus,oSstartDate,oSendDate,officeType,insurance,memo
0,가92220000-22,,계림부동산중개인사무소,서울특별시 중구 퇴계로18길 22 4층 404호(남산동1가),최우규,02-754-1400,1984.05.25,3,,,중개인,유,-
1,나92220000-121,,남산사부동산중개인사무소,서울특별시 중구 퇴계로18길 6,최정호,02-752-2510,1984.05.18,3,,,중개인,유,-
2,11140-2018-00023,,한성공인중개사사무소,서울특별시 중구 퇴계로18길 52 1층 일부(남산동1가),김은복,-,2018.02.08,3,,,공인중개사,유,-
