,regNo,photoUrl,officeName,address,officeRep,officePhone,dateStart,officeStatus,oSstartDate,oSendDate,officeType,insurance,memo
0,공92220000-2212,,뉴밀레부동산공인중개사사무소,서울특별시 중구 장충단로 263 밀리오레빌딩 17층6호,이시병,02-3393-0050,2013.01.15,3,,,공인중개사,유,-
1,공92220000-570,,동대문부동산공인중개사사무소,서울특별시 중구 장충단로13길 13 상건빌딩 106호,모원여,02-2271-0055,1996.11.28,3,,,공인중개사,유,-
2,11140-2017-00049,,랜드공인중개사사무소,서울특별시 중구 장충단로 249-10 3층(을지로6가),장현진,02-2285-6486,2017.06.05,3,,,공인중개사,유,-
3,11140-2016-00050,,물소부동산중개,"서울특별시 중구 장충단로 263 3층224호(을지로6가, 밀리오레)",강명훈,-,2016.06.09,3,,,공인중개사,유,-
4,11140-2017-00041,,밀리오레공인중개사사무소,서울특별시 중구 장충단로 263 15층6호(을지로6가),김혜선,02-3393-2000,2017.05.01,3,,,공인중개사,유,-
5,11140-2019-00002,,베스트공인중개사사무소,"서울특별시 중구 장충단로 263 17층1호(을지로6가, 밀리오레)",곽병한,-,2019.01.04,3,,,공인중개사,유,-
6,공92220000-2274,,솔솔공인중개사사무소,서울특별시 중구 장충단로 247 B302-17(을지로6가),김은경,02-2118-8928,2014.01.08,3,,,공인중개사,유,-
7,공92220000-2239,http://www.nsdi.go.kr/lxportal/zcms/nsdi/land/klisapiBrokerPhoto.html?sggCd=11140&photoNo=1158,우리공인중개사사무소,서울특별시 중구 장충단로13길 43 1층 14호,원광희,02-2264-4392,2013.05.10,3,,,공인중개사,유,-
8,공92220000-1513,,웰컴공인중개사사무소,서울특별시 중구 을지로 255 우행빌딩 1층,권금주,02-2265-7727,2006.03.28,3,,,공인중개사,유,-
9,공92220000-1299,,이도공인중개사사무소,서울특별시 중구 청계천로 274 평화시장 1층 나 특3호,이정숙,02-2266-9448,2004.07.21,3,,,공인중개사,유,-
10,공92220000-2117,,재상공인중개사사무소,서울특별시 중구 장충단로 263 밀리오레B/D 1706호-A,송태호,02-2277-9622,2011.12.22,3,,,공인중개사,유,-
11,11140-2017-00002,,제이리공인중개사사무소,"서울특별시 중구 장충단로 263 8층49호(을지로6가, 밀리오레)",장석규,02-909-2878,2017.01.09,3,,,공인중개사,유,-
12,공92220000-1486,,제일부동산컨설팅공인중개사사무소,서울특별시 중구 장충단로13길 34 동화상가 3동 1층 특1호,김수년,02-2271-0603,2006.01.18,3,,,공인중개사,유,-
13,나92220000-236,,칠성부동산중개인사무소,"서울특별시 중구 청계천로 260-6 통일상가A동, 4층 특2호",하규진,02-2279-3438,1984.05.24,3,,,중개인,유,-
14,공92220000-1218,,코리아공인중개사사무소,서울특별시 중구 장충단로13길 43 동화연쇄상가 1층 4호,신일범,02-2277-0041,2003.11.11,3,,,공인중개사,유,-
15,공92220000-1521,,타임공인중개사사무소,서울특별시 중구 을지로 254 타임캐슬 401호,주보영,02-2275-8900,2006.04.12,3,,,공인중개사,유,-
