,regNo,photoUrl,officeName,address,officeRep,officePhone,dateStart,officeStatus,oSstartDate,oSendDate,officeType,insurance,memo
11,11230-2018-00167,,믿음공인중개사사무소,서울특별시 중구 난계로21길 11 1층 (황학동),심재필,02-2233-9911,2018.10.08,3,,,공인중개사,유,-
12,11140-2019-00023,,박사공인중개사사무소,서울특별시 중구 난계로23길 27 B01호,임복순,-,2019.03.26,3,,,공인중개사,유,-
13,가-3604-3-7975,,밸류공인중개사사무소,"서울특별시 중구 난계로17길 18 202호(황학동,블루카운티2)",송일광,-,2014.11.25,3,,,공인중개사,유,-
14,11230-2016-00132,,베네치아공인중개사사무소,"서울특별시 중구 청계천로 400 메가몰동 1002호(황학동, 롯데캐슬베네치아)",김성순,02-2252-6333,2016.09.21,3,,,공인중개사,유,-
15,92200000-2618,,베스트탑1공인중개사사무소,"서울특별시 중구 난계로 161 101호(황학동,중앙시티빌)",김명철,02-2231-0123,2012.10.25,3,,,공인중개사,유,-
16,11140-2019-00025,,베스트탑공인중개사사무소,서울특별시 중구 난계로 161 제1층 제101호,모휴정,02-2231-0123,2019.04.03,3,,,공인중개사,무,베스트탑1공인중개사사무소와 공동사용(대표:김명철)
17,9253-6588,,부동산뱅크대림공인중개사사무소,서울특별시 중구 퇴계로87길 13 1층(황학동),황경아,02-2238-4545,2007.11.09,3,,,공인중개사,유,-
18,공92220000-2112,,삼성공인중개사사무소,서울특별시 중구 청계천로 400 롯데캐슬베네치아 메가몰동 1212호(청계천로 400),박소영,02-2048-6644,2011.12.14,3,,,공인중개사,유,-
19,가92220000-945,,삼성부동산중개인사무소,서울특별시 중구 퇴계로87길 36 1층(황학동),최해근,02-2238-576802-2234-5592,1989.07.20,3,,,중개인,유,-
20,11140-2017-00010,,성룡부동산공인중개사사무소,서울특별시 중구 퇴계로87길 23-1 1층(황학동),여서윤,02-2238-4948,2017.01.25,3,,,공인중개사,유,-
21,공92220000-1587,,솔뫼공인중개사사무소,서울특별시 중구 청계천로 400 롯데캐슬베네치아 메가몰 1213호,윤정미,02-2232-4989,2006.12.21,3,,,공인중개사,유,-
22,11200-2016-00165,,스마트공인중개사사무소,서울특별시 중구 마장로15길 15 1층(황학동),지정연,-,2015.11.04,3,,,공인중개사,유,-
23,공92220000-1317,,신한부동산공인중개사사무소,서울특별시 중구 청계천로 400 롯데캐슬 베네치아 상가동 1211호,박성순,02-2048-5678,2004.09.22,3,,,공인중개사,유,-
24,11140-2016-00062,,아미인공인중개사사무소,서울특별시 중구 난계로11길 6 1층(황학동),정현주,02-2235-1300,2016.07.08,3,,,공인중개사,유,-
25,공92220000-2174,,아크로드림공인중개사사무소,서울특별시 중구 퇴계로87길 3,권용우,02-2235-2055,2012.07.30,3,,,공인중개사,유,-
26,공92220000-1929,,올리브공인중개사사무소,"서울특별시 중구 난계로 163 올리브1, 102호",이규범,02-2235-8966,2010.02.26,3,,,공인중개사,유,-
27,11140-2016-00073,,유성공인중개사사무소,서울특별시 중구 퇴계로87길 29-13 1층일부(황학동),류인성,02-2231-0918,2016.08.29,3,,,공인중개사,유,-
28,공92220000-1592,,이레공인중개사사무소,서울특별시 중구 난계로11길 17,조양희,02-2252-8249,2007.01.02,3,,,공인중개사,유,-
29,나92220000-655,,제일사부동산중개인사무소,서울특별시 중구 퇴계로87길 42,황규석,02-2235-5444,1984.05.31,3,,,중개인,유,-
30,11140-2018-00036,,주식회사샤롯데부동산중개,서울특별시 중구 난계로 205 1층(황학동),박정선,-,2018.04.13,3,,,법인,유,-
31,공92220000-1369,,중앙공인중개사사무소,서울특별시 중구 퇴계로83길 34-10 2층,조재범,02-2234-6537,2005.04.08,3,,,공인중개사,유,-
32,공92220000-1460,,중앙부동산공인중개사사무소,서울특별시 중구 마장로 89 (황학동),김환열,02-2234- 5577,2005.10.24,3,,,공인중개사,유,-
33,가92220000-944,http://www.nsdi.go.kr/lxportal/zcms/nsdi/land/klisapiBrokerPhoto.html?sggCd=11140&photoNo=2747,중앙부동산중개인사무소,서울특별시 중구 퇴계로83길 10-4 1층,김병성,02-2235-1115,1989.07.20,3,,,중개인,유,-
34,공92220000-1620,,최순옥공인중개사사무소,서울특별시 중구 마장로3길 28 107호,최순옥,-,2007.03.23,3,,,공인중개사,유,-
35,11140-2017-00092,,포인트공인중개사사무소,서울특별시 중구 난계로 167 1층일부(황학동),이돈,02-2234-3600,2017.10.31,3,,,공인중개사,유,-
36,공92220000-1731,,필공인중개사사무소,서울특별시 중구 난계로11길 9 1층,김은숙,02-2238-3113,2008.04.07,3,,,공인중개사,유,-
37,92200000-2027,,하나공인중개사사무소,서울특별시 중구 청계천로 400 롯데캐슬 베네치아 메가몰 1층 1216호,박영란,02-2048-6688,2007.07.02,3,,,공인중개사,유,-
38,11140-2018-00076,,한빛공인중개사사무소,서울특별시 중구 마장로9길 33-42 102호(황학동),김범중,-,2018.10.12,3,,,공인중개사,유,-
39,11140-2016-00009,,한양공인중개사사무소,"서울특별시 중구 난계로 173 1층 에스-2호(황학동, 한양아이클래스)",주영권,02-2252-9900,2016.01.14,3,,,공인중개사,유,-
40,11140-2015-00088,,한양립스공인중개사사무소,서울특별시 중구 마장로9길 9-1 2층(황학동),조남윤,02-2236-5200,2015.10.22,3,,,공인중개사,유,-
41,나92220000-638,,현대사부동산중개인사무소,서울특별시 중구 난계로13길 11 1층,장일수,02-2233-2459,1984.05.31,3,,,중개인,유,-
