,regNo,photoUrl,officeName,address,officeRep,officePhone,dateStart,officeStatus,oSstartDate,oSendDate,officeType,insurance,memo
0,11110-2016-00120,,인사대박부동산중개,서울특별시 종로구 삼일대로 403-1 101호 (인사동) ,나미숙,02-723-0880,2016.12.27,1,2019.03.13,2019.09.12,,,
1,92200000-2703,,종로공인중개사사무소,서울특별시 종로구 종로11길 18 3층 (인사동),조갑래,02-730-111802-732-7585~802-6261-0350~402-3141-0333,2014.01.09,3,,,공인중개사,유,-
