,regNo,photoUrl,officeName,address,officeRep,officePhone,dateStart,officeStatus,oSstartDate,oSendDate,officeType,insurance,memo
0,92200000-2764,,믿음공인중개사사무소,서울특별시 종로구 대학로 83 2층,박운영,-,2014.09.18,3,,,공인중개사,유,-
1,11110-2015-00018,,스마일공인중개사사무소,서울특별시 종로구 대학로7길 3 102호(연건동),강혜진,02-747-1300,2015.03.12,3,,,공인중개사,유,-
2,나92200000-68,,유신부동산중개인영업소,서울특별시 종로구 율곡로 212-1 (연건동),송병두,762-1813,1984.06.30,3,,,중개인,유,-
